,miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez Gene ID),Species (Target Gene),Experiments,Support Type,References (PMID)
96972,MIRT442814,hsa-miR-1233-5p,Homo sapiens,CDH6,1004,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
96973,MIRT442815,hsa-miR-8085,Homo sapiens,CDH6,1004,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
96974,MIRT442816,hsa-miR-6731-5p,Homo sapiens,CDH6,1004,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
96975,MIRT442817,hsa-miR-6878-5p,Homo sapiens,CDH6,1004,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
96976,MIRT442818,hsa-miR-3681-3p,Homo sapiens,CDH6,1004,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
96977,MIRT442819,hsa-miR-194-3p,Homo sapiens,CDH6,1004,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
96978,MIRT442820,hsa-miR-216a-3p,Homo sapiens,CDH6,1004,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
96979,MIRT442821,hsa-miR-128-3p,Homo sapiens,CDH6,1004,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
96980,MIRT442822,hsa-miR-302f,Homo sapiens,CDH6,1004,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
96981,MIRT442823,hsa-miR-27a-3p,Homo sapiens,CDH6,1004,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
96982,MIRT442824,hsa-miR-27b-3p,Homo sapiens,CDH6,1004,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97137,MIRT442975,hsa-miR-155-5p,Homo sapiens,PHACTR2,9749,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97138,MIRT442976,hsa-miR-5189-3p,Homo sapiens,PHACTR2,9749,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97139,MIRT442977,hsa-miR-365b-3p,Homo sapiens,PHACTR2,9749,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97140,MIRT442978,hsa-miR-365a-3p,Homo sapiens,PHACTR2,9749,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97151,MIRT442987,hsa-miR-549a,Homo sapiens,MAP3K2,10746,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97152,MIRT442988,hsa-miR-330-3p,Homo sapiens,MAP3K2,10746,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97541,MIRT443351,hsa-miR-5696,Homo sapiens,ZBTB37,84614,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97542,MIRT443352,hsa-miR-4729,Homo sapiens,ZBTB37,84614,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97543,MIRT443353,hsa-miR-5680,Homo sapiens,ZBTB37,84614,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97889,MIRT443663,hsa-miR-6844,Homo sapiens,FLT1,2321,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97890,MIRT443664,hsa-miR-4671-3p,Homo sapiens,FLT1,2321,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97891,MIRT443665,hsa-miR-4473,Homo sapiens,FLT1,2321,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97892,MIRT443666,hsa-miR-5189-3p,Homo sapiens,FLT1,2321,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97893,MIRT443667,hsa-miR-519e-3p,Homo sapiens,FLT1,2321,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97894,MIRT443668,hsa-miR-515-3p,Homo sapiens,FLT1,2321,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97895,MIRT443669,hsa-miR-33b-3p,Homo sapiens,FLT1,2321,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97896,MIRT443670,hsa-miR-371a-3p,Homo sapiens,FLT1,2321,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
97897,MIRT443671,hsa-miR-371b-3p,Homo sapiens,FLT1,2321,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
98147,MIRT443877,hsa-miR-5572,Homo sapiens,CNKSR3,154043,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
98148,MIRT443878,hsa-miR-4260,Homo sapiens,CNKSR3,154043,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
98149,MIRT443879,hsa-miR-6857-5p,Homo sapiens,CNKSR3,154043,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
98150,MIRT443880,hsa-miR-450a-2-3p,Homo sapiens,CNKSR3,154043,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
98151,MIRT443881,hsa-miR-6763-5p,Homo sapiens,CNKSR3,154043,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
98152,MIRT443882,hsa-miR-3150a-3p,Homo sapiens,CNKSR3,154043,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
98153,MIRT443883,hsa-miR-6810-5p,Homo sapiens,CNKSR3,154043,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
98154,MIRT443884,hsa-miR-2110,Homo sapiens,CNKSR3,154043,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
98155,MIRT443885,hsa-miR-6869-5p,Homo sapiens,CNKSR3,154043,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
98156,MIRT443886,hsa-miR-526b-5p,Homo sapiens,CNKSR3,154043,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
98157,MIRT443887,hsa-miR-6780b-5p,Homo sapiens,CNKSR3,154043,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
98158,MIRT443888,hsa-miR-4725-3p,Homo sapiens,CNKSR3,154043,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
98159,MIRT443889,hsa-miR-4271,Homo sapiens,CNKSR3,154043,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
98160,MIRT443890,hsa-miR-4668-5p,Homo sapiens,CNKSR3,154043,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
98161,MIRT443891,hsa-miR-7852-3p,Homo sapiens,CNKSR3,154043,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
98162,MIRT443892,hsa-miR-496,Homo sapiens,CNKSR3,154043,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99311,MIRT445027,hsa-miR-581,Homo sapiens,NTRK2,4915,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99312,MIRT445028,hsa-miR-145-3p,Homo sapiens,NTRK2,4915,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99313,MIRT445029,hsa-miR-599,Homo sapiens,BTC,685,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99314,MIRT445030,hsa-miR-1273e,Homo sapiens,BTC,685,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99315,MIRT445031,hsa-miR-3161,Homo sapiens,BTC,685,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99316,MIRT445032,hsa-miR-5682,Homo sapiens,BTC,685,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99317,MIRT445033,hsa-miR-5589-3p,Homo sapiens,BTC,685,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99318,MIRT445034,hsa-miR-585-5p,Homo sapiens,BTC,685,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99319,MIRT445035,hsa-miR-4717-3p,Homo sapiens,BTC,685,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99535,MIRT445242,hsa-miR-6811-5p,Homo sapiens,SEMA5A,9037,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99536,MIRT445243,hsa-miR-6511b-5p,Homo sapiens,SEMA5A,9037,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99537,MIRT445244,hsa-miR-6722-3p,Homo sapiens,SEMA5A,9037,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99538,MIRT445245,hsa-miR-1909-3p,Homo sapiens,SEMA5A,9037,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99539,MIRT445246,hsa-miR-6836-5p,Homo sapiens,SEMA5A,9037,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99540,MIRT445247,hsa-miR-6132,Homo sapiens,SEMA5A,9037,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99541,MIRT445248,hsa-miR-6754-5p,Homo sapiens,SEMA5A,9037,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99542,MIRT445249,hsa-miR-4441,Homo sapiens,SEMA5A,9037,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99543,MIRT445250,hsa-miR-100-3p,Homo sapiens,SEMA5A,9037,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99544,MIRT445251,hsa-miR-4270,Homo sapiens,SEMA5A,9037,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99545,MIRT445252,hsa-miR-4709-3p,Homo sapiens,SEMA5A,9037,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99546,MIRT445253,hsa-miR-4645-3p,Homo sapiens,SEMA5A,9037,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99547,MIRT445254,hsa-miR-3185,Homo sapiens,SEMA5A,9037,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99548,MIRT445255,hsa-miR-144-3p,Homo sapiens,SEMA5A,9037,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99644,MIRT445344,hsa-miR-5585-3p,Homo sapiens,FAM169A,26049,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99645,MIRT445345,hsa-miR-488-3p,Homo sapiens,FAM169A,26049,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99646,MIRT445346,hsa-miR-3133,Homo sapiens,FAM169A,26049,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99652,MIRT445352,hsa-miR-510-3p,Homo sapiens,RREB1,6239,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99653,MIRT445352,hsa-miR-510-3p,Homo sapiens,RREB1,6239,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
99654,MIRT445353,hsa-miR-431-5p,Homo sapiens,RREB1,6239,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99655,MIRT445353,hsa-miR-431-5p,Homo sapiens,RREB1,6239,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
99656,MIRT445354,hsa-miR-4764-5p,Homo sapiens,RREB1,6239,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99657,MIRT445354,hsa-miR-4764-5p,Homo sapiens,RREB1,6239,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
99658,MIRT445355,hsa-miR-4738-3p,Homo sapiens,RREB1,6239,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99659,MIRT445355,hsa-miR-4738-3p,Homo sapiens,RREB1,6239,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
99660,MIRT445356,hsa-miR-4635,Homo sapiens,RREB1,6239,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99661,MIRT445356,hsa-miR-4635,Homo sapiens,RREB1,6239,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
99662,MIRT445357,hsa-miR-6507-5p,Homo sapiens,RREB1,6239,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99663,MIRT445357,hsa-miR-6507-5p,Homo sapiens,RREB1,6239,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
99749,MIRT445412,hsa-miR-580-3p,Homo sapiens,ACSL6,23305,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99750,MIRT445413,hsa-miR-526b-5p,Homo sapiens,ACSL6,23305,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99751,MIRT445414,hsa-miR-431-5p,Homo sapiens,ACSL6,23305,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99752,MIRT445415,hsa-miR-539-5p,Homo sapiens,ACSL6,23305,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99753,MIRT445416,hsa-miR-4277,Homo sapiens,ACSL6,23305,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99754,MIRT445417,hsa-miR-5584-3p,Homo sapiens,ACSL6,23305,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99801,MIRT445450,hsa-miR-5196-5p,Homo sapiens,EXT1,2131,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99804,MIRT445452,hsa-miR-4747-5p,Homo sapiens,EXT1,2131,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99805,MIRT445453,hsa-miR-6077,Homo sapiens,EXT1,2131,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99806,MIRT445454,hsa-miR-6846-3p,Homo sapiens,EXT1,2131,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99807,MIRT445455,hsa-miR-6859-3p,Homo sapiens,EXT1,2131,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99808,MIRT445456,hsa-miR-4646-5p,Homo sapiens,EXT1,2131,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99809,MIRT445457,hsa-miR-204-3p,Homo sapiens,EXT1,2131,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99810,MIRT445458,hsa-miR-646,Homo sapiens,EXT1,2131,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
99811,MIRT445458,hsa-miR-646,Homo sapiens,EXT1,2131,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
99812,MIRT445459,hsa-miR-2278,Homo sapiens,EXT1,2131,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100140,MIRT445735,hsa-miR-6869-5p,Homo sapiens,ITM2A,9452,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100141,MIRT445736,hsa-miR-526b-5p,Homo sapiens,ITM2A,9452,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100142,MIRT445737,hsa-miR-6797-3p,Homo sapiens,ITM2A,9452,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100143,MIRT445738,hsa-miR-6076,Homo sapiens,ITM2A,9452,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100144,MIRT445739,hsa-miR-496,Homo sapiens,ITM2A,9452,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100145,MIRT445740,hsa-miR-4703-5p,Homo sapiens,ITM2A,9452,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100146,MIRT445741,hsa-miR-3942-5p,Homo sapiens,ITM2A,9452,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100148,MIRT445743,hsa-miR-5700,Homo sapiens,ITM2A,9452,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100235,MIRT445829,hsa-miR-510-3p,Homo sapiens,SRSF11,9295,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100236,MIRT445830,hsa-miR-127-5p,Homo sapiens,SRSF11,9295,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100237,MIRT445831,hsa-miR-6806-3p,Homo sapiens,SRSF11,9295,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100238,MIRT445832,hsa-miR-3928-5p,Homo sapiens,SRSF11,9295,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100239,MIRT445833,hsa-miR-6807-3p,Homo sapiens,SRSF11,9295,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100240,MIRT445834,hsa-miR-217,Homo sapiens,SRSF11,9295,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100241,MIRT445835,hsa-miR-509-5p,Homo sapiens,SRSF11,9295,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100242,MIRT445836,hsa-miR-4418,Homo sapiens,SRSF11,9295,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100243,MIRT445837,hsa-miR-509-3-5p,Homo sapiens,SRSF11,9295,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100244,MIRT445838,hsa-miR-100-3p,Homo sapiens,SRSF11,9295,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100256,MIRT445850,hsa-miR-127-5p,Homo sapiens,LRRC1,55227,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100257,MIRT445851,hsa-miR-4635,Homo sapiens,LRRC1,55227,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100258,MIRT445852,hsa-miR-7843-3p,Homo sapiens,LRRC1,55227,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100259,MIRT445853,hsa-miR-4282,Homo sapiens,LRRC1,55227,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100297,MIRT445891,hsa-miR-511-5p,Homo sapiens,FAM46A,55603,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100298,MIRT445892,hsa-miR-6869-5p,Homo sapiens,FAM46A,55603,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100299,MIRT445893,hsa-miR-431-5p,Homo sapiens,FAM46A,55603,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100300,MIRT445893,hsa-miR-431-5p,Homo sapiens,FAM46A,55603,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
100301,MIRT445893,hsa-miR-431-5p,Homo sapiens,FAM46A,55603,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
100302,MIRT445894,hsa-miR-1911-5p,Homo sapiens,FAM46A,55603,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100303,MIRT445895,hsa-miR-3146,Homo sapiens,FAM46A,55603,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100304,MIRT445896,hsa-miR-382-5p,Homo sapiens,FAM46A,55603,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100396,MIRT445980,hsa-miR-4452,Homo sapiens,HEY2,23493,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100397,MIRT445981,hsa-miR-6079,Homo sapiens,HEY2,23493,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100398,MIRT445982,hsa-miR-183-3p,Homo sapiens,HEY2,23493,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100399,MIRT445983,hsa-miR-4635,Homo sapiens,HEY2,23493,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100400,MIRT445984,hsa-miR-6512-5p,Homo sapiens,HEY2,23493,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
100401,MIRT445985,hsa-miR-1264,Homo sapiens,HEY2,23493,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101393,MIRT446922,hsa-miR-661,Homo sapiens,SRSF7,6432,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101394,MIRT446923,hsa-miR-3116,Homo sapiens,SRSF7,6432,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101395,MIRT446924,hsa-miR-1254,Homo sapiens,SRSF7,6432,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101396,MIRT446925,hsa-miR-4490,Homo sapiens,SRSF7,6432,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101397,MIRT446926,hsa-miR-100-3p,Homo sapiens,SRSF7,6432,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101398,MIRT446927,hsa-miR-548e-5p,Homo sapiens,SRSF7,6432,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101536,MIRT447055,hsa-miR-578,Homo sapiens,KCNAB1,7881,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101537,MIRT447056,hsa-miR-526b-5p,Homo sapiens,KCNAB1,7881,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101538,MIRT447057,hsa-miR-144-5p,Homo sapiens,KCNAB1,7881,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101539,MIRT447058,hsa-miR-3613-3p,Homo sapiens,KCNAB1,7881,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101540,MIRT447059,hsa-miR-513c-3p,Homo sapiens,KCNAB1,7881,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101541,MIRT447060,hsa-miR-513a-3p,Homo sapiens,KCNAB1,7881,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101542,MIRT447061,hsa-miR-4282,Homo sapiens,KCNAB1,7881,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101543,MIRT447062,hsa-miR-3606-3p,Homo sapiens,KCNAB1,7881,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101682,MIRT447192,hsa-miR-4659b-5p,Homo sapiens,CDCP1,64866,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101683,MIRT447193,hsa-miR-4659a-5p,Homo sapiens,CDCP1,64866,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101684,MIRT447194,hsa-miR-539-5p,Homo sapiens,CDCP1,64866,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101685,MIRT447195,hsa-miR-3607-5p,Homo sapiens,CDCP1,64866,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
101686,MIRT447196,hsa-miR-100-3p,Homo sapiens,CDCP1,64866,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102071,MIRT447571,hsa-miR-3591-5p,Homo sapiens,CDC14B,8555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102072,MIRT447572,hsa-miR-3611,Homo sapiens,CDC14B,8555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102073,MIRT447573,hsa-miR-142-3p,Homo sapiens,CDC14B,8555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102074,MIRT447574,hsa-miR-1257,Homo sapiens,CDC14B,8555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102075,MIRT447575,hsa-miR-4255,Homo sapiens,CDC14B,8555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102076,MIRT447576,hsa-miR-369-3p,Homo sapiens,CDC14B,8555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102077,MIRT447577,hsa-miR-429,Homo sapiens,CDC14B,8555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102078,MIRT447578,hsa-miR-200c-3p,Homo sapiens,CDC14B,8555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102079,MIRT447579,hsa-miR-200b-3p,Homo sapiens,CDC14B,8555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102080,MIRT447580,hsa-miR-8084,Homo sapiens,CDC14B,8555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102519,MIRT448002,hsa-miR-6809-3p,Homo sapiens,HLA-DOA,3111,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102521,MIRT448004,hsa-miR-6833-3p,Homo sapiens,HLA-DOA,3111,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102522,MIRT448005,hsa-miR-4768-5p,Homo sapiens,HLA-DOA,3111,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102523,MIRT448006,hsa-miR-3191-5p,Homo sapiens,HLA-DOA,3111,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102524,MIRT448007,hsa-miR-6770-5p,Homo sapiens,HLA-DOA,3111,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102525,MIRT448008,hsa-miR-1253,Homo sapiens,HLA-DOA,3111,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102526,MIRT448009,hsa-miR-6846-3p,Homo sapiens,HLA-DOA,3111,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102527,MIRT448010,hsa-miR-6859-3p,Homo sapiens,HLA-DOA,3111,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102528,MIRT448011,hsa-miR-6761-5p,Homo sapiens,HLA-DOA,3111,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102529,MIRT448012,hsa-miR-4251,Homo sapiens,HLA-DOA,3111,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102530,MIRT448013,hsa-miR-4329,Homo sapiens,HLA-DOA,3111,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102531,MIRT448014,hsa-miR-4653-5p,Homo sapiens,HLA-DOA,3111,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102532,MIRT448015,hsa-miR-3921,Homo sapiens,HLA-DOA,3111,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102533,MIRT448016,hsa-miR-301b-5p,Homo sapiens,HLA-DOA,3111,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102534,MIRT448017,hsa-miR-301a-5p,Homo sapiens,HLA-DOA,3111,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102535,MIRT448018,hsa-miR-146a-3p,Homo sapiens,HLA-DOA,3111,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102536,MIRT448019,hsa-miR-4511,Homo sapiens,HLA-DOA,3111,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102746,MIRT448217,hsa-miR-6885-3p,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102747,MIRT448218,hsa-miR-1273e,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102748,MIRT448219,hsa-miR-6126,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102749,MIRT448220,hsa-miR-6864-5p,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102750,MIRT448221,hsa-miR-1251-3p,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102751,MIRT448222,hsa-miR-144-5p,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102752,MIRT448223,hsa-miR-493-3p,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102753,MIRT448224,hsa-miR-4635,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102754,MIRT448225,hsa-miR-570-5p,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102755,MIRT448226,hsa-miR-548ba,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102756,MIRT448227,hsa-miR-548ai,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102757,MIRT448228,hsa-miR-548ag,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102758,MIRT448229,hsa-miR-4659b-3p,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102759,MIRT448230,hsa-miR-6875-3p,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102760,MIRT448231,hsa-miR-4659a-3p,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
